store_path,path,arch,size,linked_dylib,seed_store_path,seed_path,seed_package,seed_arch
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,bin/ffmpegthumbnailer,arm64,60016,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavformat.62.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavformat.62.3.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,bin/ffmpegthumbnailer,arm64,60016,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavcodec.62.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavcodec.62.11.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,bin/ffmpegthumbnailer,arm64,60016,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavutil.60.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavutil.60.8.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,bin/ffmpegthumbnailer,arm64,60016,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavfilter.11.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavfilter.11.4.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,lib/libffmpegthumbnailer.4.16.1.dylib,arm64,210288,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavformat.62.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavformat.62.3.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,lib/libffmpegthumbnailer.4.16.1.dylib,arm64,210288,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavcodec.62.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavcodec.62.11.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,lib/libffmpegthumbnailer.4.16.1.dylib,arm64,210288,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavutil.60.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavutil.60.8.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/6d2dkygrsxqpkk496hzb0lhpaf49qay6-ffmpegthumbnailer-2.3.0,lib/libffmpegthumbnailer.4.16.1.dylib,arm64,210288,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavfilter.11.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavfilter.11.4.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/j9c0v226as4sclmlgrrghb9bzl06m8jg-cyanrip-0.9.3.1,bin/cyanrip,arm64,169936,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavcodec.62.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavcodec.62.11.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/j9c0v226as4sclmlgrrghb9bzl06m8jg-cyanrip-0.9.3.1,bin/cyanrip,arm64,169936,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavformat.62.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavformat.62.3.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/j9c0v226as4sclmlgrrghb9bzl06m8jg-cyanrip-0.9.3.1,bin/cyanrip,arm64,169936,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libswresample.6.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libswresample.6.1.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/j9c0v226as4sclmlgrrghb9bzl06m8jg-cyanrip-0.9.3.1,bin/cyanrip,arm64,169936,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavfilter.11.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavfilter.11.4.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
/nix/store/j9c0v226as4sclmlgrrghb9bzl06m8jg-cyanrip-0.9.3.1,bin/cyanrip,arm64,169936,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib/lib/libavutil.60.dylib,/nix/store/04iq3b9rv98l2grc82mh53w1br70ms1b-ffmpeg-headless-8.0.1-lib,lib/libavutil.60.8.100.dylib,ffmpeg-headless-8.0.1-lib,arm64
